# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5783
# Timestamp: Fri, 13-Aug-2021 12:13:54
Gene ID	Gene Name	'Crohn's disease' vs 'normal' .foldChange	'Crohn's disease' vs 'normal'.pValue
ENSG00000171132	PRKCE	-0.2	0.578335320011013
ENSG00000171135	JAGN1	-0.4	0.330850405168739
ENSG00000171148	TADA3	0.1	0.894139917815475
ENSG00000171150	SOCS5	-0.1	0.664223030535
ENSG00000171155	C1GALT1C1	0.5	0.265599123700954
ENSG00000171160	MORN4	-0.2	0.802370151938978
ENSG00000171161	ZNF672	-0.3	0.303827852912746
ENSG00000171163	ZNF692	0.2	0.510376510095845
ENSG00000171169	NAIF1	-0.2	0.692913387579508
ENSG00000171174	RBKS	-0.4	0.188956666212675
ENSG00000171189	GRIK1	-0.2	0.728177866936533
ENSG00000171199	OPRPN	0.1	0.875402433752535
ENSG00000171202	TMEM126A	0.2	0.698487680445741
ENSG00000171204	TMEM126B	-0.2	0.511674064505827
ENSG00000171206	TRIM8	-0.1	0.64336842701495
ENSG00000171208	NETO2	0.6	0.13728593151497
ENSG00000171217	CLDN20	0.1	0.806183438320235
ENSG00000171219	CDC42BPG	-0.1	0.840839913806808
ENSG00000171222	SCAND1	0.4	0.502632691659429
ENSG00000171223	JUNB	1.6	6.61249788911322E-9
ENSG00000171224	FAM241B	0.2	0.830330022046332
ENSG00000171227	TMEM37	-0.3	0.465785793297439
ENSG00000171234	UGT2B7	0.3	0.538508401412465
ENSG00000171236	LRG1	1.3	0.00118394606812562
ENSG00000171241	SHCBP1	-0.2	0.685572420739701
ENSG00000171243	SOSTDC1	-0.1	0.936189219334027
ENSG00000171246	NPTX1	-0.3	0.561238022022625
ENSG00000171262	FAM98B	0.3	0.086865284967733
ENSG00000171291	ZNF439	-0.8	7.9080580330832E-4
ENSG00000171295	ZNF440	-0.1	0.896527390801891
ENSG00000171298	GAA	0.2	0.602508491928567
ENSG00000171302	CANT1	-0.2	0.508554026466155
ENSG00000171303	KCNK3	0.3	0.581046706138457
ENSG00000171307	ZDHHC16	-0.1	0.813518934094124
ENSG00000171310	CHST11	0.2	0.632209939315906
ENSG00000171314	PGAM1	-0.6	0.0873435733696013
ENSG00000171316	CHD7	0.1	0.812043111055995
ENSG00000171320	ESCO2	-0.2	0.63339139432345
ENSG00000171345	KRT19	-0.2	0.486564311646093
ENSG00000171346	KRT15	-0.8	0.0322998303867665
ENSG00000171365	CLCN5	-0.5	0.0213967904094352
ENSG00000171368	TPPP	-0.4	0.162716377187524
ENSG00000171385	KCND3	0.1	0.790094689107152
ENSG00000171421	MRPL36	-0.2	0.470166367161542
ENSG00000171425	ZNF581	-0.8	0.100869161728178
ENSG00000171428	NAT1	0.2	0.674901466022224
ENSG00000171431	KRT20	-0.3	0.0767266165718527
ENSG00000171433	GLOD5	-0.1	0.849180410227339
ENSG00000171435	KSR2	0.1	0.828218584390399
ENSG00000171444	MCC	-0.3	0.324226420387884
ENSG00000171448	ZBTB26	-0.2	0.522529045432115
ENSG00000171450	CDK5R2	-0.2	0.795441529550748
ENSG00000171451	DSEL	0.9	2.53206477114093E-4
ENSG00000171453	POLR1C	-0.1	0.708725178557636
ENSG00000171456	ASXL1	-0.1	0.781706898252087
ENSG00000171462	DLK2	-0.1	0.858551277261215
ENSG00000171467	ZNF318	-0.1	0.483111657345417
ENSG00000171469	ZNF561	0.5	0.0709378293580926
ENSG00000171475	WIPF2	0.2	0.101732227683955
ENSG00000171476	HOPX	0.5	0.283200455729616
ENSG00000171481	OR1L3	0.5	0.388455702927422
ENSG00000171488	LRRC8C	0.4	0.0903575471828183
ENSG00000171490	RSL1D1	0.4	0.019414008135109
ENSG00000171492	LRRC8D	-0.2	0.485679020912203
ENSG00000171495	MROH2B	-0.3	0.697864574786666
ENSG00000171497	PPID	-0.1	0.69337185314665
ENSG00000171502	COL24A1	-0.2	0.605776442146753
ENSG00000171503	ETFDH	-0.3	0.174592045668305
ENSG00000171505	OR1N1	0.1	0.897792667932439
ENSG00000171517	LPAR3	0.5	0.318345154160232
ENSG00000171522	PTGER4	0.4	0.0653448470746657
ENSG00000171530	TBCA	0.3	0.414712776945644
ENSG00000171532	NEUROD2	-0.1	0.914068888835301
ENSG00000171533	MAP6	-0.3	0.483374033687539
ENSG00000171552	BCL2L1	0.2	0.400532317714217
ENSG00000171566	PLRG1	-0.1	0.669557784503989
ENSG00000171574	ZNF584	-0.4	0.480113448044557
ENSG00000171596	NMUR1	0.5	0.366875509244661
ENSG00000171604	CXXC5	0.1	0.929062736122817
ENSG00000171606	ZNF274	-0.4	0.0369823785921318
ENSG00000171608	PIK3CD	0.2	0.622884679764221
ENSG00000171612	SLC25A33	-0.1	0.843230354759018
ENSG00000171621	SPSB1	-0.2	0.640875335536017
ENSG00000171631	P2RY6	0.2	0.752132803570812
ENSG00000171634	BPTF	-0.1	0.192905645874689
ENSG00000171649	ZIK1	-0.6	0.103754703577849
ENSG00000171657	GPR82	-0.1	0.82237666734795
ENSG00000171658	NMRAL2P	0.2	0.771861094295404
ENSG00000171659	GPR34	0.4	0.0822131787511153
ENSG00000171671	SHANK2-AS3	0.2	0.795441529550748
ENSG00000171680	PLEKHG5	-0.1	0.767819748876688
ENSG00000171681	ATF7IP	0.2	0.0541984461746608
ENSG00000171700	RGS19	0.2	0.662944971783045
ENSG00000171703	TCEA2	-0.7	0.0590811474293188
ENSG00000171714	ANO5	-0.3	0.389755296191126
ENSG00000171720	HDAC3	0.3	0.166577203037412
ENSG00000171722	SPATA46	0.2	0.68862242468891
ENSG00000171723	GPHN	-0.1	0.877821025858061
ENSG00000171724	VAT1L	-0.2	0.705021126026597
ENSG00000171729	TMEM51	-0.4	0.172545863577552
ENSG00000171735	CAMTA1	0.1	0.713807231313784
ENSG00000171747	LGALS4	-0.2	0.301509457742433
ENSG00000171757	LRRC34	0.2	0.702932179216328
ENSG00000171763	SPATA5L1	-0.1	0.758396536427711
ENSG00000171766	GATM	-0.3	0.117127826109318
ENSG00000171777	RASGRP4	-1.0	0.00732232113227286
ENSG00000171786	NHLH1	0.6	0.243838902507213
ENSG00000171790	SLFNL1	-0.3	0.638379296523989
ENSG00000171791	BCL2	0.1	0.63980615536994
ENSG00000171792	RHNO1	0.6	0.0325768730239394
ENSG00000171793	CTPS1	-0.4	0.168886292101557
ENSG00000171806	METTL18	0.7	0.0846047319891048
ENSG00000171812	COL8A2	0.1	0.934737006372862
ENSG00000171813	PWWP2B	0.5	0.418886493450472
ENSG00000171817	ZNF540	-0.1	0.817879258709479
ENSG00000171819	ANGPTL7	-0.7	0.0483987452650862
ENSG00000171823	FBXL14	-0.4	0.390346718041868
ENSG00000171824	EXOSC10	-0.1	0.480113448044557
ENSG00000171827	ZNF570	-0.1	0.733395143510848
ENSG00000171843	MLLT3	-0.1	0.806183438320235
ENSG00000171848	RRM2	0.5	0.0964146695101366
ENSG00000171853	TRAPPC12	0.2	0.632669710913783
ENSG00000171858	RPS21	0.6	0.0142265739485644
ENSG00000171860	C3AR1	0.4	0.203726894189154
ENSG00000171861	MRM3	0.2	0.7609248412817
ENSG00000171862	PTEN	0.3	0.0067739295978959
ENSG00000171863	RPS7	0.2	0.296197826277056
ENSG00000171865	RNASEH1	-0.1	0.807278188511767
ENSG00000171867	PRNP	-0.2	0.2707961648392
ENSG00000171872	KLF17	-0.3	0.689094992188727
ENSG00000171877	FRMD5	0.5	0.269856000459793
ENSG00000171903	CYP4F11	-0.2	0.702719725659817
ENSG00000171914	TLN2	-0.1	0.778171266046891
ENSG00000171916	LGALS9C	0.3	0.685666736265312
ENSG00000171928	TVP23B	0.1	0.725885237769563
ENSG00000171943	SRGAP2C	-0.1	0.87183268031509
ENSG00000171951	SCG2	0.4	0.244050250858895
ENSG00000171953	ATPAF2	-0.3	0.50731130251408
ENSG00000171960	PPIH	0.3	0.537750895336129
ENSG00000171962	DRC3	-0.3	0.461904993612016
ENSG00000171970	ZNF57	-0.4	0.230311706185746
ENSG00000171984	SHLD1	0.1	0.896962021080466
ENSG00000171988	JMJD1C	0.1	0.50309846057507
ENSG00000171989	LDHAL6B	-0.4	0.509843252612079
ENSG00000171992	SYNPO	0.1	0.625631168416822
ENSG00000172000	ZNF556	0.1	0.910859121398761
ENSG00000172005	MAL	0.3	0.570793449417176
ENSG00000172006	ZNF554	-0.5	0.115488628933071
ENSG00000172007	RAB33B	-0.8	0.00288944638345964
ENSG00000172009	THOP1	-0.5	0.0993741887508623
ENSG00000172014	ANKRD20A4	-0.1	0.935377812290239
ENSG00000172016	REG3A	0.8	0.00125179846386444
ENSG00000172020	GAP43	0.1	0.837806655743058
ENSG00000172023	REG1B	1.2	0.00668912813656455
ENSG00000172037	LAMB2	-0.3	0.204028339448394
ENSG00000172046	USP19	-0.1	0.790079843999014
ENSG00000172053	QARS1	-0.6	0.00335047830138468
ENSG00000172059	KLF11	0.3	0.203403081265482
ENSG00000172061	LRRC15	0.2	0.78024587495531
ENSG00000172062	SMN1	0.3	0.617870330721223
ENSG00000172071	EIF2AK3	0.2	0.480939174012202
ENSG00000172081	MOB3A	-0.2	0.523477495336248
ENSG00000172086	KRCC1	0.2	0.369919892086003
ENSG00000172113	NME6	-0.3	0.182927172692674
ENSG00000172115	CYCS	0.2	0.131665906431578
ENSG00000172116	CD8B	-0.3	0.596011179233619
ENSG00000172123	SLFN12	0.2	0.565827230333272
ENSG00000172137	CALB2	-0.8	0.0799694364782602
ENSG00000172156	CCL11	0.1	0.833465010315008
ENSG00000172164	SNTB1	-0.1	0.675504015125712
ENSG00000172167	MTBP	0.3	0.592195587595609
ENSG00000172171	TEFM	-0.1	0.818713446496734
ENSG00000172175	MALT1	-0.1	0.753730392402383
ENSG00000172183	ISG20	-0.2	0.54562416175208
ENSG00000172197	MBOAT1	0.2	0.577165929474908
ENSG00000172201	ID4	0.4	0.0860156516759301
ENSG00000172215	CXCR6	-0.2	0.695287248665526
ENSG00000172216	CEBPB	1.2	3.37493599308562E-5
ENSG00000172236	TPSAB1	0.6	0.0491756433305117
ENSG00000172238	ATOH1	-0.4	0.318570595758902
ENSG00000172239	PAIP1	0.3	0.265584768707141
ENSG00000172243	CLEC7A	1.0	1.13948192341394E-7
ENSG00000172244	C5orf34	-0.6	0.212632312354687
ENSG00000172260	NEGR1	-0.1	0.673965202241325
ENSG00000172264	MACROD2	0.1	0.921822449769603
ENSG00000172269	DPAGT1	-0.4	0.178092365348052
ENSG00000172270	BSG	-0.6	6.73955984985958E-4
ENSG00000172292	CERS6	0.1	0.784717288573862
ENSG00000172301	COPRS	0.9	0.00155522554269412
ENSG00000172318	B3GALT1	0.2	0.754480433900964
ENSG00000172322	CLEC12A	0.3	0.645242894249533
ENSG00000172331	BPGM	-0.1	0.911564877666539
ENSG00000172336	POP7	1.0	1.41507110254496E-5
ENSG00000172339	ALG14	-0.4	0.136170776977162
ENSG00000172340	SUCLG2	0.1	0.67920518513987
ENSG00000172345	STARD5	0.7	0.0120516743625711
ENSG00000172346	CSDC2	-0.7	0.164787143352402
ENSG00000172348	RCAN2	-0.6	6.18890519494062E-4
ENSG00000172349	IL16	-0.1	0.911319935037911
ENSG00000172354	GNB2	-0.1	0.879628171080133
ENSG00000172361	CFAP53	0.1	0.892330616510438
ENSG00000172366	MCRIP2	-0.2	0.753614913864055
ENSG00000172367	PDZD3	-0.3	0.393927125599812
ENSG00000172375	C2CD2L	0.2	0.582036945547327
ENSG00000172379	ARNT2	-0.5	0.176750014285288
ENSG00000172380	GNG12	-0.3	0.082732871946869
ENSG00000172399	MYOZ2	-0.3	0.62108142424514
ENSG00000172403	SYNPO2	0.1	0.822116310689637
ENSG00000172404	DNAJB7	0.2	0.525602202405669
ENSG00000172409	CLP1	0.2	0.772443652058648
ENSG00000172425	TTC36	0.1	0.920341153647409
ENSG00000172426	RSPH9	0.3	0.585488863382763
ENSG00000172428	COPS9	0.1	0.857053156844672
ENSG00000172456	FGGY	-0.4	0.207161246578508
ENSG00000172458	IL17D	0.1	0.882852475357284
ENSG00000172465	TCEAL1	0.2	0.588890921939864
ENSG00000172466	ZNF24	0.3	0.00568475173538779
ENSG00000172469	MANEA	-0.3	0.542866791323769
ENSG00000172476	RAB40A	-0.1	0.860899197052979
ENSG00000172497	ACOT12	-0.5	0.377190779402716
ENSG00000172500	FIBP	-0.4	0.244326852229564
ENSG00000172508	CARNS1	-0.5	0.143623879295875
ENSG00000172530	BANP	-0.3	0.353598545870567
ENSG00000172531	PPP1CA	-0.6	0.0118899799369112
ENSG00000172534	HCFC1	0.2	0.260548683819895
ENSG00000172543	CTSW	-0.1	0.86378032774365
ENSG00000172554	SNTG2	0.3	0.668738395229255
ENSG00000172575	RASGRP1	0.4	0.0618408910340388
ENSG00000172586	CHCHD1	0.1	0.800172608202166
ENSG00000172590	MRPL52	0.3	0.335413448273054
ENSG00000172594	SMPDL3A	-0.1	0.705884150945493
ENSG00000172602	RND1	0.6	0.250167857313087
ENSG00000172613	RAD9A	-0.6	0.147374673013641
ENSG00000172638	EFEMP2	0.6	0.00748177117410397
ENSG00000172640	OR10AD1	0.1	0.926138511484348
ENSG00000172663	TMEM134	0.3	0.36163205253447
ENSG00000172667	ZMAT3	-0.1	0.709824478996795
ENSG00000172671	ZFAND4	-0.1	0.749786511564638
ENSG00000172673	THEMIS	0.3	0.504853698199937
ENSG00000172687	ZNF738	0.5	0.0949223846836478
ENSG00000172689	MS4A10	-0.4	0.201452928143343
ENSG00000172716	SLFN11	0.2	0.695287248665526
ENSG00000172717	FAM71D	-0.2	0.7857086061131
ENSG00000172724	CCL19	0.2	0.696844552202451
ENSG00000172725	CORO1B	-0.1	0.785082013414136
ENSG00000172728	FUT10	0.1	0.851889094419513
ENSG00000172731	LRRC20	0.2	0.829522294482191
ENSG00000172732	MUS81	0.7	7.73099862089804E-4
ENSG00000172738	TMEM217	-0.1	0.852819002767554
ENSG00000172748	ZNF596	-0.4	0.380429910246197
ENSG00000172752	COL6A5	0.3	0.52103742949017
ENSG00000172757	CFL1	-0.3	0.116663970866913
ENSG00000172765	TMCC1	0.2	0.539073338787067
ENSG00000172766	NAA16	-0.2	0.554036168774098
ENSG00000172771	EFCAB12	-0.1	0.917644038296124
ENSG00000172775	PSME3IP1	0.4	0.00547148068229641
ENSG00000172782	FADS6	-0.7	0.031237215108027
ENSG00000172785	CBWD1	-0.1	0.889644155820092
ENSG00000172789	HOXC5	-0.1	0.921010859116024
ENSG00000172794	RAB37	0.1	0.922026960405517
ENSG00000172795	DCP2	0.1	0.763743234673033
ENSG00000172809	RPL38	-0.2	0.247362600505487
ENSG00000172817	CYP7B1	0.5	0.264293358284586
ENSG00000172818	OVOL1	0.1	0.893912104153911
ENSG00000172819	RARG	-0.3	0.502175722078275
ENSG00000172824	CES4A	-0.5	0.322265213637497
ENSG00000172828	CES3	0.1	0.737880873156326
ENSG00000172830	SSH3	0.4	0.304173292576168
ENSG00000172831	CES2	-0.1	0.849299718499083
ENSG00000172840	PDP2	-0.1	0.876615784401152
ENSG00000172869	DMXL1	-0.2	0.095686336304651
ENSG00000172878	METAP1D	0.8	0.00210881458249437
ENSG00000172888	ZNF621	-0.3	0.0526582430010895
ENSG00000172889	EGFL7	-0.3	0.598510386088779
ENSG00000172890	NADSYN1	-0.4	0.0175607490827556
ENSG00000172893	DHCR7	-0.2	0.677120553585706
ENSG00000172901	LVRN	-0.1	0.900913762317584
ENSG00000172912	COX6B1P3	-0.2	0.736384638047652
ENSG00000172922	RNASEH2C	-0.3	0.437558250223083
ENSG00000172927	MYEOV	0.6	0.210936723250997
ENSG00000172932	ANKRD13D	0.9	2.11615471386311E-4
ENSG00000172935	MRGPRF	-0.2	0.703094679078439
ENSG00000172936	MYD88	-0.2	0.49435529193646
ENSG00000172939	OXSR1	0.4	0.0138453685057331
ENSG00000172943	PHF8	-0.1	0.62564080391422
ENSG00000172955	ADH6	-0.5	0.0191306321574498
ENSG00000172965	MIR4435-2HG	0.1	0.795749206142195
ENSG00000172974	AC007318.1	-0.4	0.163961163610205
ENSG00000172977	KAT5	-0.7	0.0229296909216456
ENSG00000172985	SH3RF3	0.6	0.123106617438057
ENSG00000172986	GXYLT2	0.4	0.3220520799561
ENSG00000172987	HPSE2	0.2	0.645198782584516
ENSG00000172992	DCAKD	0.5	0.0418217972489257
ENSG00000172995	ARPP21	0.4	0.525602202405669
ENSG00000173011	TADA2B	0.1	0.81548480085081
ENSG00000173020	GRK2	0.2	0.535467801380158
ENSG00000173039	RELA	-0.3	0.115921153374771
ENSG00000173040	EVC2	-0.2	0.608575857259463
ENSG00000173041	ZNF680	-0.1	0.854982133216912
ENSG00000173064	HECTD4	-0.3	0.00638780607727417
ENSG00000173065	FAM222B	0.1	0.644810484692714
ENSG00000173077	DEC1	0.1	0.894319492935257
ENSG00000173080	RXFP4	-0.2	0.763324191619085
ENSG00000173110	HSPA6	0.7	0.156139290695248
ENSG00000173113	TRMT112	-0.3	0.124429697056391
ENSG00000173114	LRRN3	0.1	0.802828387994345
ENSG00000173120	KDM2A	-0.2	0.180209603807169
ENSG00000173124	ACSM6	-0.4	0.451044665313152
ENSG00000173137	ADCK5	-0.1	0.884983807829421
ENSG00000173141	MRPL57	-0.2	0.669557784503989
ENSG00000173145	NOC3L	0.1	0.748457361673529
ENSG00000173156	RHOD	-0.6	0.223301638785588
ENSG00000173163	COMMD1	-0.1	0.789527836493205
ENSG00000173166	RAPH1	-0.2	0.588890921939864
ENSG00000173171	MTX1	0.1	0.908796415553212
ENSG00000173175	ADCY5	-0.3	0.324714852967198
ENSG00000173193	PARP14	0.5	2.19836173084849E-4
ENSG00000173200	PARP15	-0.2	0.669557784503989
ENSG00000173207	CKS1B	-0.4	0.117753950955849
ENSG00000173208	ABCD2	0.3	0.554208071250487
ENSG00000173209	AHSA2P	-0.2	0.510169351079792
ENSG00000173210	ABLIM3	0.2	0.573936594086578
ENSG00000173212	MAB21L3	-0.6	0.242528370770804
ENSG00000173214	MFSD4B	-0.2	0.290833801915665
ENSG00000173218	VANGL1	-0.1	0.777442284574929
ENSG00000173221	GLRX	-0.3	0.161422208053468
ENSG00000173226	IQCB1	0.1	0.853144957314285
ENSG00000173230	GOLGB1	-0.2	0.0764082403633007
ENSG00000173237	C11orf86	-0.2	0.662581612557521
ENSG00000173261	PLAC8L1	0.4	0.500119046897936
ENSG00000173264	GPR137	-0.1	0.829522294482191
ENSG00000173267	SNCG	-0.9	0.0391141393893717
ENSG00000173269	MMRN2	0.1	0.817734218900484
ENSG00000173272	MZT2A	-0.1	0.877059554187966
ENSG00000173275	ZNF449	-0.2	0.731371370874997
ENSG00000173281	PPP1R3B	0.3	0.083502314584584
ENSG00000173295	FAM86B3P	0.2	0.829719133226256
ENSG00000173320	STOX2	0.2	0.596528246147499
ENSG00000173327	MAP3K11	-0.2	0.407286510129743
ENSG00000173334	TRIB1	0.3	0.194326492379289
ENSG00000173369	C1QB	0.8	3.64796616132887E-4
ENSG00000173372	C1QA	0.4	0.328957911356302
ENSG00000173376	NDNF	0.2	0.629094482833025
ENSG00000173391	OLR1	0.5	0.281824576721777
ENSG00000173401	GLIPR1L1	-0.1	0.795106352404709
ENSG00000173402	DAG1	-0.2	0.424766170709815
ENSG00000173404	INSM1	0.5	0.306297417858445
ENSG00000173406	DAB1	-0.3	0.231117872332261
ENSG00000173409	ARV1	0.3	0.489852590864124
ENSG00000173418	NAA20	-0.2	0.541601834666234
ENSG00000173421	CCDC36	-0.2	0.811655812405832
ENSG00000173432	SAA1	1.1	0.0088465638012079
ENSG00000173436	MICOS10	0.4	0.102786464486268
ENSG00000173442	EHBP1L1	-0.2	0.251812152090557
ENSG00000173451	THAP2	0.3	0.581046706138457
ENSG00000173456	RNF26	-0.3	0.442232185300374
ENSG00000173457	PPP1R14B	0.2	0.598679987691638
ENSG00000173467	AGR3	0.5	0.0782389451880869
ENSG00000173480	ZNF417	-0.1	0.828283200003035
ENSG00000173482	PTPRM	-0.2	0.283910715048487
ENSG00000173511	VEGFB	-0.5	0.133300475653159
ENSG00000173517	PEAK1	-0.3	0.00645908955588969
ENSG00000173531	MST1	0.3	0.328807185956499
ENSG00000173540	GMPPB	-0.2	0.669097994019182
ENSG00000173542	MOB1B	0.3	0.0814311377418905
ENSG00000173545	ZNF622	0.1	0.808244952556705
ENSG00000173546	CSPG4	-0.5	0.0922464959028485
ENSG00000173548	SNX33	-0.3	0.297577885077106
ENSG00000173567	ADGRF3	-0.1	0.85815559170829
ENSG00000173575	CHD2	0.1	0.284216328318256
ENSG00000173578	XCR1	0.2	0.778171266046891
ENSG00000173585	CCR9	0.1	0.933602939738142
ENSG00000173588	CEP83	0.1	0.827822373549657
ENSG00000173597	SULT1B1	0.2	0.604420405731136
ENSG00000173599	PC	-0.8	0.0345794952531147
ENSG00000173614	NMNAT1	-0.3	0.235329538598956
ENSG00000173627	APOBEC4	-0.3	0.515414314465506
ENSG00000173641	HSPB7	0.2	0.754814991928051
ENSG00000173653	RCE1	-0.3	0.540984853472285
ENSG00000173660	UQCRH	0.2	0.331531514781989
ENSG00000173692	PSMD1	0.1	0.42896720330453
ENSG00000173698	ADGRG2	-0.3	0.367308222390831
ENSG00000173705	SUSD5	0.5	0.264293358284586
ENSG00000173706	HEG1	0.2	0.45449588639241
ENSG00000173715	C11orf80	0.1	0.721479921567365
ENSG00000173726	TOMM20	0.1	0.802370151938978
ENSG00000173728	C1orf100	0.6	0.261460349780604
ENSG00000173762	CD7	0.1	0.892992595637181
ENSG00000173786	CNP	0.6	0.00173168488549412
ENSG00000173801	JUP	-0.1	0.743325262214427
ENSG00000173805	HAP1	-0.2	0.698619050165069
ENSG00000173809	TDRD12	-0.3	0.427891159188938
ENSG00000173811	CCDC13-AS1	0.1	0.842843588986286
ENSG00000173818	ENDOV	0.2	0.511150386064974
ENSG00000173826	KCNH6	-0.6	0.118785002942379
ENSG00000173846	PLK3	-0.2	0.725216639707092
ENSG00000173848	NET1	0.3	0.0083248522931007
ENSG00000173852	DPY19L1	0.2	0.429575923878591
ENSG00000173862	AC008080.1	-0.1	0.847615487726557
ENSG00000173875	ZNF791	-0.1	0.572465198989192
ENSG00000173889	PHC3	0.1	0.455947920738408
ENSG00000173890	GPR160	-0.2	0.398366681342147
ENSG00000173898	SPTBN2	0.1	0.929653569866306
ENSG00000173914	RBM4B	0.2	0.588845624796617
ENSG00000173915	ATP5MD	0.3	0.404056777913801
ENSG00000173917	HOXB2	0.3	0.560403339571065
ENSG00000173918	C1QTNF1	0.6	0.0992329615091512
ENSG00000173926	MARCHF3	0.1	0.882881724883968
ENSG00000173928	SWSAP1	0.2	0.78209961036579
ENSG00000173930	SLCO4C1	0.4	0.266682614156426
ENSG00000173933	RBM4	0.1	0.800252765109358
ENSG00000173947	PIFO	-0.1	0.854568162354925
ENSG00000173960	UBXN2A	-0.1	0.873198469241569
ENSG00000173991	TCAP	0.5	0.259777422949382
ENSG00000173992	CCS	-0.1	0.805583924148069
ENSG00000174007	CEP19	0.3	0.584059972518292
ENSG00000174010	KLHL15	-0.1	0.7889683306219
ENSG00000174013	FBXO45	0.1	0.836959810317468
ENSG00000174021	GNG5	-0.5	0.393927125599812
ENSG00000174032	SLC25A30	0.2	0.342877495865783
ENSG00000174038	C9orf131	-0.5	0.288068303732699
ENSG00000174059	CD34	0.3	0.260082535127118
ENSG00000174080	CTSF	0.8	0.0818821247292585
ENSG00000174106	LEMD3	0.2	0.327571246502732
ENSG00000174123	TLR10	0.2	0.803238051456406
ENSG00000174125	TLR1	0.1	0.806828664044354
ENSG00000174132	FAM174A	-0.4	0.117532912353959
ENSG00000174136	RGMB	-0.1	0.882881724883968
ENSG00000174145	NWD2	0.9	0.0502845739079707
ENSG00000174151	CYB561D1	0.2	0.514429079766083
ENSG00000174165	ZDHHC24	0.1	0.720848650952222
ENSG00000174173	TRMT10C	-0.4	0.26540353040246
ENSG00000174175	SELP	0.6	0.202672062077917
ENSG00000174197	MGA	0.1	0.414768769949205
ENSG00000174206	C12orf66	-0.7	0.0149047136902713
ENSG00000174225	ARL13A	-0.3	0.590282815923784
ENSG00000174227	PIGG	-0.2	0.51160266796269
ENSG00000174231	PRPF8	-0.3	9.44852498048874E-4
ENSG00000174233	ADCY6	-0.3	0.376919064872891
ENSG00000174236	REP15	0.5	0.25896817949175
ENSG00000174238	PITPNA	-0.4	0.0288648270169978
ENSG00000174243	DDX23	-0.3	0.140017788901988
ENSG00000174282	ZBTB4	0.1	0.722145877646491
ENSG00000174292	TNK1	-0.2	0.566075230545759
ENSG00000174306	ZHX3	-0.2	0.248432281149458
ENSG00000174307	PHLDA3	-0.1	0.853409373745728
ENSG00000174327	SLC16A13	-0.3	0.564473216329084
ENSG00000174348	PODN	0.9	1.10768846751569E-4
ENSG00000174353	STAG3L3	0.4	0.0175607490827556
ENSG00000174358	SLC6A19	-0.6	0.00721067868875623
ENSG00000174365	SNHG11	0.2	0.795766896924443
ENSG00000174370	C11orf45	-0.4	0.492036859026131
ENSG00000174371	EXO1	0.4	0.353477589708185
ENSG00000174373	RALGAPA1	-0.1	0.353974445885496
ENSG00000174403	MIR1-1HG-AS1	-0.1	0.935928676496908
ENSG00000174405	LIG4	0.5	0.0359866584538614
ENSG00000174407	MIR1-1HG	0.3	0.587353664356059
ENSG00000174428	GTF2IRD2B	-0.2	0.498115389309295
ENSG00000174429	ABRA	-0.5	0.324748451958635
ENSG00000174437	ATP2A2	0.4	0.00602813214662798
ENSG00000174442	ZWILCH	0.6	0.0637344460116335
ENSG00000174444	RPL4	-0.2	0.203722437013905
ENSG00000174446	SNAPC5	-0.3	0.372107299868829
ENSG00000174453	VWC2L	-0.1	0.892782516407026
ENSG00000174456	C12orf76	-0.1	0.794393397968619
ENSG00000174473	GALNTL6	0.8	0.104289359258475
ENSG00000174483	BBS1	-0.2	0.660561046686154
ENSG00000174485	DENND4A	-0.1	0.833465010315008
ENSG00000174500	GCSAM	-0.4	0.218198877123298
ENSG00000174501	ANKRD36C	0.2	0.25594394122744
ENSG00000174514	MFSD4A	-0.4	0.322889699930342
ENSG00000174516	PELI3	-0.3	0.495742572396914
ENSG00000174521	TTC9B	-0.5	0.329304187832776
ENSG00000174527	MYO1H	0.4	0.440294232957362
ENSG00000174529	TMEM81	0.1	0.951231396786647
ENSG00000174547	MRPL11	0.3	0.407249779929692
ENSG00000174562	KLK15	-0.3	0.651096306366031
ENSG00000174564	IL20RB	0.1	0.85815559170829
ENSG00000174574	AKIRIN1	0.4	0.0364051807540645
ENSG00000174576	NPAS4	-0.5	0.314171077445263
ENSG00000174579	MSL2	0.1	0.721783255125809
ENSG00000174599	TRAM1L1	-0.3	0.584011346143899
ENSG00000174600	CMKLR1	-0.1	0.845999572137441
ENSG00000174606	ANGEL2	0.2	0.349356705485495
ENSG00000174607	UGT8	0.1	0.622139119824691
ENSG00000174611	KY	-0.4	0.512082879968547
ENSG00000174652	ZNF266	-0.1	0.687154394578794
ENSG00000174667	OR7D4	0.1	0.904457802805755
ENSG00000174669	SLC29A2	-0.7	0.0238566319576519
ENSG00000174672	BRSK2	-0.5	0.163529218233608
ENSG00000174684	B4GAT1	-0.7	0.0148424212898174
ENSG00000174695	TMEM167A	0.2	0.411241106462279
ENSG00000174697	LEP	0.2	0.807034023571635
ENSG00000174705	SH3PXD2B	0.2	0.476559397194012
ENSG00000174715	PPIAP72	-0.4	0.408269036744884
ENSG00000174718	RESF1	0.1	0.78000463275621
ENSG00000174720	LARP7	0.4	0.0275542208973422
ENSG00000174721	FGFBP3	0.7	0.052512850308894
ENSG00000174738	NR1D2	0.2	0.535754936015677
